Department,Department_Name,Division,Gender,Base Salary,Overtime Pay,Longevity Pay,Grade
POL,Department of Police,POL 47 MSB Management and Budget Division,F,148098.05,,,M3
POL,Department of Police,POL 47 MSB Management and Budget Division,F,91134.46,,,23
POL,Department of Police,POL 47 MSB Management and Budget Division,M,156000,,,M2
POL,Department of Police,POL 47 MSB Management and Budget Division,F,74614,,2216.16,16
POL,Department of Police,POL 47 MSB Management and Budget Division,F,102744.38,,,25
POL,Department of Police,POL 47 MSB Management and Budget Division,F,93185.93,,,23
POL,Department of Police,POL 47 MSB Management and Budget Division,M,91904.34,,,21
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,M,54502.09,5658.56,,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,F,54502.09,643.35,,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,F,74614,1628.4,4497.76,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,F,74614,5056.5,2216.16,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,M,59744.9,8215.9,,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,M,56348.66,2111.67,,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,M,72984.35,2099.19,,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,F,74614,4694.35,2216.16,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Telephone Reporting Section,F,78084.02,4506.49,,18
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Telephone Reporting Section,F,74614,2952.45,4497.76,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Telephone Reporting Section,F,61382.34,4455.77,,18
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,74614,10452.23,2216.16,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,73638.95,3690.35,,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,71288,1514.26,,15
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,74614,5092.65,2216.16,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,74614,7953.42,4094.35,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,54051.1,522.38,,15
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,54502.09,3062.28,,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,M,74614,,3543.84,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,85615,6990.18,,16
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,103034,8809.71,,N23
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,87356.88,9614.04,,21
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,M,98000,,,23
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,M,103034,124019.36,,23
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,74614,,2216.16,16
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,74614,,4497.76,16
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,M,141337,,,N30
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,67845.27,1473.92,,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,M,85615,,,19
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,M,125000,,,N30
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,M,50333.38,,,14
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,F,69968.13,,,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,F,89653,199.79,931.68,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,97217.38,446.78,,22
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,98349,,,22
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,98349,2277.02,,22
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,F,89653,,2667.52,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,69968.13,198.8,,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,M,105737.73,,,N25
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,F,72029.01,953.36,,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,127837.23,,,28
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,137000,,,M3
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,70000,,,N21
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,71288,3689.27,,15
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,89653,,5412.96,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,85615,,2545.76,19
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,76148.79,,,21
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,113091,,2247.68,N25
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,93651.66,1758.31,,23
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,87170.91,,1868.8,21
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,77749.2,476.27,,18
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,105945,15011.82,3645.46,P5
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,130167,,,N28
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,130359.9,,,N30
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,118281.29,682.41,,26
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,79533.09,8948.22,,N23
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,88611.53,5448.8,,23
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,147068.14,,,M3
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,118509,86.78,3532.8,26
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,146923,,,M3
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,85615,957.05,,19
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,70092.68,,,19
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,85615,9266.96,,19
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,119950.48,,,M3
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,89653,7314.21,,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,118509,,,N26
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,159062.94,,,M2
POL,Department of Police,POL 47 MSB Communications Division,F,62904.5,9568.34,,19
POL,Department of Police,POL 47 MSB Communications Division,F,55655,,,21
POL,Department of Police,POL 47 MSB Communications Division,F,56961.48,6680.97,,19
POL,Department of Police,POL 47 MSB Communications Division,M,62963.34,14640.55,,19
POL,Department of Police,POL 47 MSB Communications Division,F,62775.13,8215.64,,19
POL,Department of Police,POL 47 MSB Communications Division,F,62963.34,7833.24,,19
POL,Department of Police,POL 47 MSB Communications Division,M,66024.36,12466.73,,20
POL,Department of Police,POL 47 MSB Communications Division,M,130167,395.64,,N28
POL,Department of Police,POL 47 MSB Communications Division,F,91921.03,18770.17,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,85615,9134.98,,19
POL,Department of Police,POL 47 MSB Communications Division,F,106725.16,3616.28,,N25
POL,Department of Police,POL 47 MSB Communications Division,M,85726.71,22121.69,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,89925.92,6926.06,,N23
POL,Department of Police,POL 47 MSB Communications Division,M,89870.62,10092.68,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,103034,59077.4,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,103034,9758.29,1850.92,N23
POL,Department of Police,POL 47 MSB Communications Division,M,111411.48,,,N25
POL,Department of Police,POL 47 MSB Communications Division,F,106006.98,453.19,,26
POL,Department of Police,POL 47 MSB Communications Division,F,85615,10518.86,2545.76,19
POL,Department of Police,POL 47 MSB Communications Division,F,94387.04,255.27,,23
POL,Department of Police,POL 47 MSB Communications Division,M,84769.58,11043.16,,20
POL,Department of Police,POL 47 MSB Communications Division,M,141050.16,,,M3
POL,Department of Police,POL 47 MSB Communications Division,F,103034,7168.29,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,103034,27723.41,,N23
POL,Department of Police,POL 47 MSB Communications Division,M,85615,15796.78,2545.76,19
POL,Department of Police,POL 47 MSB Communications Division,M,103034,17957.35,,N23
POL,Department of Police,POL 47 MSB Communications Division,M,93895,1286.65,,N21
POL,Department of Police,POL 47 MSB Communications Division,F,85724.84,7402.64,,N23
POL,Department of Police,POL 47 MSB Communications Division,M,85724.84,26304.66,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,66682.01,12968.32,,17
POL,Department of Police,POL 47 MSB Communications Division,F,73013.96,14695.75,,19
POL,Department of Police,POL 47 MSB Communications Division,F,73013.96,20450.48,,19
POL,Department of Police,POL 47 MSB Communications Division,M,96820.28,16890.29,,N23
POL,Department of Police,POL 47 MSB Communications Division,M,73988.07,18797.94,,21
POL,Department of Police,POL 47 MSB Communications Division,F,50244.18,7539.72,,17
POL,Department of Police,POL 47 MSB Communications Division,F,72264.84,32680.72,,19
POL,Department of Police,POL 47 MSB Communications Division,M,79138.7,25992.75,,20
POL,Department of Police,POL 47 MSB Communications Division,F,68274.81,11192.24,,19
POL,Department of Police,POL 47 MSB Communications Division,F,68274.8,13159.07,,19
POL,Department of Police,POL 47 MSB Communications Division,F,74927.99,5887.43,,N21
POL,Department of Police,POL 47 MSB Communications Division,F,68216.38,9322.98,,19
POL,Department of Police,POL 47 MSB Communications Division,F,68216.38,5952.1,,21
POL,Department of Police,POL 47 MSB Communications Division,M,68216.38,13041.74,,19
POL,Department of Police,POL 47 MSB Communications Division,M,75038.02,24359.97,,N23
POL,Department of Police,POL 47 MSB Communications Division,M,66532.38,1183.63,,21
POL,Department of Police,POL 47 MSB Communications Division,F,64282.49,1425.46,,21
POL,Department of Police,POL 47 MSB Communications Division,F,74928.56,12575.05,,N21
POL,Department of Police,POL 47 MSB Communications Division,F,70603.97,5354.39,,19
POL,Department of Police,POL 47 MSB Communications Division,F,74134.17,7285,,20
POL,Department of Police,POL 47 MSB Communications Division,M,74134.17,7387.29,,20
POL,Department of Police,POL 47 MSB Communications Division,F,70603.97,7607.1,,19
POL,Department of Police,POL 47 MSB Communications Division,F,74047.03,8041.14,,20
POL,Department of Police,POL 47 MSB Communications Division,F,73988.07,11525.46,,20
POL,Department of Police,POL 47 MSB Communications Division,F,77431.12,23534.18,,N23
POL,Department of Police,POL 47 MSB Communications Division,M,67265.92,8662.42,,19
POL,Department of Police,POL 47 MSB Communications Division,M,77431.14,30075.46,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,70545.02,27412.55,,19
POL,Department of Police,POL 47 MSB Communications Division,M,60833.94,13128.24,,19
POL,Department of Police,POL 47 MSB Communications Division,F,80260.17,,,21
POL,Department of Police,POL 47 MSB Communications Division,F,75627.96,12375.92,,19
POL,Department of Police,POL 47 MSB Communications Division,M,75376.98,10113.17,,19
POL,Department of Police,POL 47 MSB Communications Division,F,91142.95,16436.8,,N23
POL,Department of Police,POL 47 MSB Communications Division,M,73434.34,24693,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,60893.08,23060.31,,19
POL,Department of Police,POL 47 MSB Communications Division,M,99457.14,9987.8,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,96154.09,10593.8,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,85615,14945,2545.76,19
POL,Department of Police,POL 47 MSB Communications Division,F,93895,33.86,,N21
POL,Department of Police,POL 47 MSB Communications Division,F,85615,14953.45,1867.6,19
POL,Department of Police,POL 47 MSB Communications Division,F,85912.87,12701.72,,21
POL,Department of Police,POL 47 MSB Communications Division,M,85615,30786,2545.76,19
POL,Department of Police,POL 47 MSB Communications Division,M,113091,319.65,6840.96,25
POL,Department of Police,POL 47 MSB Communications Division,F,93895,3812.38,,N21
POL,Department of Police,POL 47 MSB Communications Division,M,88919.81,30697.36,,21
POL,Department of Police,POL 47 MSB Communications Division,F,113091,1402.35,1877.76,N25
POL,Department of Police,POL 47 MSB Communications Division,F,85615,6536.36,,19
POL,Department of Police,POL 47 MSB Communications Division,F,99457.14,18754.23,,N23
POL,Department of Police,POL 47 MSB Communications Division,F,85615,14838.98,,19
POL,Department of Police,POL 47 MSB Communications Division,F,85615,19801.85,,19
POL,Department of Police,POL 47 MSB Communications Division,M,85615,45208.3,2545.36,19
POL,Department of Police,POL 47 MSB Communications Division,F,89653,23711.12,2630.4,20
POL,Department of Police,POL 47 MSB Communications Division,F,44285,1666.4,,21
POL,Department of Police,POL 47 MSB Communications Division,F,48713.5,2136.33,,17
POL,Department of Police,POL 47 MSB Communications Division,F,44285,1586.3,,15
POL,Department of Police,POL 47 MSB Communications Division,F,44285,223.58,,21
POL,Department of Police,POL 47 MSB Communications Division,F,44285,1085.94,,21
POL,Department of Police,POL 47 MSB Communications Division,F,81770,357.63,,18
POL,Department of Police,POL 47 MSB Communications Division,M,44285,340.68,,15
POL,Department of Police,POL 47 MSB Communications Division,F,44285,340.68,,15
POL,Department of Police,POL 47 MSB Communications Division,F,44285,340.68,,15
POL,Department of Police,POL 47 MSB Communications Division,F,44285,340.68,,15
POL,Department of Police,POL 47 MSB Communications Division,F,55035.36,12006.32,,19
POL,Department of Police,POL 47 MSB Communications Division,F,57339.72,5978.81,,15
POL,Department of Police,POL 47 MSB Communications Division,F,48501.24,2406.2,,21
POL,Department of Police,POL 47 MSB Communications Division,M,55035.36,5120.26,,19
POL,Department of Police,POL 47 MSB Communications Division,F,55035.36,12967.48,,19
POL,Department of Police,POL 47 MSB Communications Division,F,55035.36,18553.45,,19
