Department,Department Name,Division,Gender,Base Salary,2021 Overtime Pay,2021 Longevity Pay,Grade
DOT,Department of Transportation,Transit Silver Spring Ride On,M,45634.8,3431.94,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,45634.8,3424.55,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,45634.8,3424.55,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,69604,3413.74,1336.16,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,58060.91,3401.53,,15
DOT,Department of Transportation,Highway Services,M,42702.8,3399.81,,14
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,69330.23,3388.23,,19
DOT,Department of Transportation,Highway Services,F,66446,3355.59,1980.16,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,69604,3354.26,2073.76,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,69604,3326.94,2073.76,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,45634.8,3322.12,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,55426.76,3320.55,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,47231.51,3310.82,,15
DOT,Department of Transportation,Highway Administration,M,101350,3309.74,,23
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,42601,3279.13,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,45634.8,3264.78,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,61453.99,3258.6,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,44091.59,3242.52,,15
DOT,Department of Transportation,Highway Services,F,92794.18,3226.58,,23
DOT,Department of Transportation,Transit Nicholson Ride On,M,47231.51,3225.7,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,48884.5,3199.65,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,52367.1,3179.71,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,45634.8,3139.41,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,56097.49,3117.7,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,66821.25,3117.12,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,42601,3104.51,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,45634.8,3093.49,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,53137.72,3060.88,,15
DOT,Department of Transportation,DOT 50 Highway Services,M,45743.73,3030.39,,14
DOT,Department of Transportation,Highway Services,M,36240,3018.9,,11
DOT,Department of Transportation,Highway Services,F,45634.31,3011.27,,14
DOT,Department of Transportation,Transportation Technical Center,M,64889.29,3005.1,,14
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,60555,2990.31,,12
DOT,Department of Transportation,Transit Nicholson Ride On,M,61453.99,2990.01,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,61453.99,2966.5,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,58060.12,2961.93,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,69604,2892.99,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,42601,2882.74,,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,61453.99,2868.6,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,87969,2866.37,,20
DOT,Department of Transportation,Transit Nicholson Ride On,F,47231.51,2865.32,,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,69604,2861.84,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,69604,2856.09,4207.84,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,45634.8,2832,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48300.13,2831.75,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,61453.99,2825.94,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,56097.49,2807.85,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,61453.99,2759.94,,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,63604.87,2723.76,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,68842.94,2717.17,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,42601,2686.82,,15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,45634.8,2686.8,,15
DOT,Department of Transportation,Highway Services,M,36240,2639.93,,11
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,61453.99,2637.75,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,54199.95,2629.22,,15
DOT,Department of Transportation,Transit COS Passenger Facilities,M,46861.1,2606.1,,17
DOT,Department of Transportation,Transit Nicholson Ride On,F,69604,2593.41,1440.16,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,47231.51,2565.02,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,54037.87,2557.22,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,69604,2551.42,2073.76,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,41971,2542.43,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,50595.83,2531.66,,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,45634.8,2472,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,52367.1,2470.12,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48884.49,2435.53,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,45634.8,2434.42,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,54199.94,2425.93,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,45634.8,2380.79,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,48884.5,2375.69,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,92211,2375.32,,21
DOT,Department of Transportation,Transit Silver Spring Ride On,M,42601,2369.33,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,48884.49,2358.15,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,92211,2337.67,,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,69460.93,2335.92,,15
DOT,Department of Transportation,Highway Services,M,66446,2334.12,1980.16,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,45634.8,2329.12,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,41971,2325.17,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,45634.8,2324.32,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,61453.99,2318.65,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,48884.49,2282.36,,15
DOT,Department of Transportation,Sign and Marking Shop,M,60117.49,2230.09,,13
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,47231.51,2214.92,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,50596.23,2195.81,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,92211,2194.5,,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,52367.1,2190.44,,15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,44091.59,2186.01,,15
DOT,Department of Transportation,DOT 50 Highway Services,M,61056.26,2179.81,,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,45634.79,2170.04,,15
DOT,Department of Transportation,Transportation System Engineering,F,96665,2154.09,2879.76,22
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,45634.8,2128.47,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,59374.53,2098.29,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,69604,2076.79,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,69459.33,2062.37,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,63295.68,2058.53,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,44091.59,2047.5,,15
DOT,Department of Transportation,Sign and Marking Shop,M,61939.79,2044.76,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,86381.68,2040.75,,21
DOT,Department of Transportation,Transit Nicholson Ride On,F,66784.52,2023.69,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,45634.8,2016.4,,15
DOT,Department of Transportation,Highway Services,M,36240,2012.49,,11
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,76419,2009.94,,17
DOT,Department of Transportation,Transit Nicholson Ride On,M,47231.51,1995.82,,15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,58060.11,1978.58,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,69158.32,1973.1,,15
DOT,Department of Transportation,Sign and Marking Shop,M,42324.61,1967.96,,14
DOT,Department of Transportation,Transit Nicholson Ride On,M,56097.49,1955.51,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,42601,1953.16,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,54199.94,1944.32,,15
DOT,Department of Transportation,Highway Services,M,36240,1921.16,,11
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48884.49,1919.61,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,61455.61,1900.26,,15
DOT,Department of Transportation,Highway Services,F,63425,1892.74,,13
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,58060.11,1891.25,,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,61453.99,1887.38,,15
DOT,Department of Transportation,Transportation Management,F,101350,1826.16,,23
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,45634.79,1823.88,,15
DOT,Department of Transportation,DOT 50 Highway Services,M,44196.97,1805.28,,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,69604,1800.27,3556.32,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,63606.67,1799.34,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,58060.91,1795.24,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,45634.78,1776.28,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,50596.23,1700.58,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,55268.47,1689.2,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,48884.42,1683.28,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,50595.83,1681.79,,15
DOT,Department of Transportation,DOT 50 Highway Services,M,69604,1680.33,1640.04,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,50595.83,1670.56,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,69604,1641.05,2073.76,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,58060.11,1633.35,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,69460.93,1600.02,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,69604,1594.6,1440.16,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,54199.94,1584.3,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,45634.8,1576.5,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,56097.49,1563.6,,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,47231.51,1557.25,,15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,51593.2,1554.44,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,54200.48,1530.17,,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,69604,1524.99,,15
DOT,Department of Transportation,DOT 50 Parking Management Engineering and Capital Project Management,M,63370.18,1513.18,,19
DOT,Department of Transportation,Transit Nicholson Ride On,M,48885.24,1512.07,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,43439.99,1507.94,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,56097.49,1503.21,,15
DOT,Department of Transportation,Transportation Management,F,69604,1499.63,3556.32,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,41971,1484.48,,15
DOT,Department of Transportation,DOT 50 Highway Services,M,51260.09,1478.71,,14
DOT,Department of Transportation,Transit Nicholson Ride On,F,58060.91,1464.32,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,61453.99,1463.32,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,50596.23,1459.6,,9
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,69604,1438.38,4207.84,15
DOT,Department of Transportation,Transportation System Engineering,M,83381.8,1429.77,,22
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,92211,1429.75,,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,67878,1429.12,,21
DOT,Department of Transportation,Transit Nicholson Ride On,F,48884.42,1401.67,,15
DOT,Department of Transportation,Transportation Construction Section,M,101350,1388.72,,23
DOT,Department of Transportation,Traffic Engineering Design and Operations,M,66118.44,1382.79,,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,54200.49,1372.24,,15
DOT,Department of Transportation,Traffic Engineering Studies Section,M,63578.83,1371.19,,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,54199.94,1342.52,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,49849,1333.13,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,92211,1330,,21
DOT,Department of Transportation,Transit Nicholson Ride On,M,61453.99,1295.54,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,69604,1273.05,4207.84,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,47231.75,1272.55,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,69604,1261.04,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,44091.59,1223.06,,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,44092.04,1214.56,,15
DOT,Department of Transportation,Transit Safety and Instruction,M,66103.65,1166.83,,19
DOT,Department of Transportation,Transit Nicholson Ride On,M,61452.93,1129.62,,15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,45634.8,1122.15,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,44091.59,1121.56,,15
DOT,Department of Transportation,Sign and Marking Shop,M,39773.48,1117.39,,9
DOT,Department of Transportation,Transportation Management,M,69604,1099.71,722.88,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,69604,1072.24,,15
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,44959.91,1041.11,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,45634.8,1027.38,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,52367.1,1003.64,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,69604,995.5,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,69604,994.64,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,56097.49,991.95,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,45634.8,988.74,,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,58060.91,988.12,,15
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,50596.23,986.8,,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,66784.52,976.8,,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,72416.01,973.77,,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,52367.1,927.02,,15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,44091.59,898.25,,15
DOT,Department of Transportation,Transportation Planning and Design Section,F,72930,892.74,4409.6,16
